中级Java工程师（智能汽车）,https://jobs.51job.com/wuhan-jhq/126917574.html?s=01&t=0,['岗位职责', '1、负责实施项目软件的需求分析和设计，负责B/S结构的应用系统模块详细设计；', '2、负责参与项目的软件编码、文档编写、单元测试及现场实施等工作；', '3、参与并完成维护项目问题及故障解决，维护项目系统软件修改。', '任职要求', '1、计算机或相关专业大专以上学历； \xa0 \xa0', '2、熟悉JavaEE架构和开发模式，熟悉相关设计模式； \xa0 \xa0', '3、熟练掌握java编程技术，熟悉主流开源框架的使用 ，至少2年以上的实际开发经验； \xa0 \xa0', '4、具备关系型数据库(ORACLE/Mysql)的应用开发经验； \xa0 \xa0', '5、能按照规范的软件开发流程，完成软件的需求、设计、编码和测试工作，具有规范的开发文档写作能力； \xa0\xa0', '6、熟悉Nginx、Tomcat等参数配置调优，对大规模系统有一定规划能力； \xa0 \xa0', '7、熟悉Linux操作系统下的Java应用开发部署环境； \xa0 \xa0', '8、具备呼叫中心、汽车行业业务经验者优先。 \xa0\xa0']
JAVA工程师,https://jobs.51job.com/shanghai-cnq/70523802.html?s=01&t=0,['岗位职责： ', '1、根据项目需求和开发组长的要求，按时完成开发任务； ', '2、配合项目经理完成软件系统及模块的需求调研与需求分析、软件设计工作； ', '3、负责完成软件系统及模块的编码； ', '4、负责单元测试和协助测试人员完成系统及模块级测试； ', '5、负责编制与项目相关的技术文档； ', '职位要求： ', '1、计算机专业优先； ', '2、两年以上java项目工作经验或NET项目经验； ', '3、技术要求： ', 'A 有SSH框架开发经验，掌握HTML、开发模式等； ', 'B 熟悉HTML DOM对象的JavaScript编程，熟悉面向对象JavaScript编程； ', 'C 熟悉1种以上主流数据库开发：Oracle或MS SQL ； ', 'D 熟悉多种Java应用服务器的使用；有LINUX，UNIX的平台开发经验优先考虑； ', 'E 具独立完成项目分析、编码、测试的能力，有较强的逻辑思维能力。', '------------------------------------------------------------------------------------------------------------------------------------------------------------------------------ ', 'itelligence 是一家支持 sap 解决方案领域的国际领先全方位解决方案服务供应商，在19个国家和五个地区（美洲、亚洲、西欧、东欧和德国/奥地利）拥有约1900名优秀员工。 ', '作为一家在全球增值经销商群体中频频获奖的 sap 合作伙伴，itelligence 在基于 sap 解决方案的环境下为全球超过4000家客户完成了复杂项目。 ', '作为 sap partneredge? 计划的一部分，itelligence 于2006年在德国被评为 sap 金牌渠道合作伙伴，并于2007年在美国也获得了该称号。 ', '该公司的 sap 解决方案支持型服务涉及咨询和授权、外包和服务以及专有的行业定制 sap。2010年，itelligence 的总销售额达2.722亿欧元。 ', '2010年7月，该公司还获得了“***咨询商”品质认证证书']
Java工程师,https://jobs.51job.com/shanghai/127615140.html?s=01&t=0,['岗位职责Responsibilities:\xa0', '1.参与系统需求分析与设计，负责完成核心代码编写，接口规范制定；\xa0', '2.参与后台服务性能优化；\xa0', '3.能独立解决开发中遇到的难点问题。\xa0', '任职要求\xa0Requirements：\xa0', '1.本科及以上学历，计算机或相关专业；5年以上工作经验；\xa0', '2.精通spring、spring\xa0boot、spring\xa0cloud等服务框架；\xa0', '3.精通sql编程，精通mysql、oracle等关系型数据库，熟练使用linux；\xa0', '4.精通缓存、mq，熟悉redis,memcached优先；\xa0', '5.有着良好的编码习惯和基础，注重单元测试质量。']
Java工程师,https://jobs.51job.com/shanghai/125735880.html?s=01&t=0,['岗位职责：', '根据开发进度和任务分配，完成相应模块软件的设计、开发、编程任务。', '岗位要求：', '1、本科及以上学历，计算机通信、软件工程等相关专业毕业；', '2、良好的适应能力和解决问题的能力；', '3、有快速学习和掌握知识的能力，有责任感。']
